nama_outlet|nomor_XL|alamat|kecamatan|member/cvs|no_cvs|sd|site
SKR-SIMPATI CELL|087877010071|JL. KP BEIJI DS.KOSAMBI RT 02/01 SUKADIRI,PERMANEN,kab. tangerang|-|UNKNOWN||085921261213|cikupa
Lucky Cell|087877009176|Jl Raya T.pasir pangkalan simpang 3,,Tangerang|-|UNKNOWN||085921261213|cikupa
SKR-ALI CELL|087877007469|JL. RAYA PEKAYON RT 04/04 KP.GANEPO DS.PEKAYON SUKADIRI,PERMANEN,kab. tangerang|-|UNKNOWN||085921261213|cikupa
MUL CELL|087815870809|KP.PASIR KEC.KRESEK,,TANGERANG|-|UNKNOWN||085921261415|cikupa
99 cell|087815870507|KP.ONYAM KEC.GUNUNG KALER,,TANGERANG|-|UNKNOWN||085921261415|cikupa
Alya cell|087815870506|kp.kresek kec.kresek,,TANGERANG|-|UNKNOWN||085921261415|cikupa
EDY CEL|087815870503|KP RAJAWALI TANJAKAN TR 003/002,,TANGERANG|-|UNKNOWN||085921261415|cikupa
STENLY CEL|087815870502|KP TANJAKAN RT 002/002,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SABAN CEL|087815870501|KP MAUK DS MAUK RT 001/003 MAUK,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-JOIN CELL|087815870500|kp parahu kec sukamulya,,TANGERANG|-|UNKNOWN||085921261415|cikupa
FASTKEY|087815870494|kp.talaga rt004/002 talaga cikupa,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP_ MF COM CELL|087815870491|kp bojong rt006/002 bojong cikupa,,TANGERANG|-|UNKNOWN||085921261415|cikupa
GALERY PHONE|087815870485|JL SUCIPTO G TERATAI PUTIH,,TANGERANG|-|UNKNOWN||085921261213|cikupa
SOLA GRACIA CELL|087815870484|JL SILIWANGI KP DOYONG,,TANGERANG|-|UNKNOWN||085921261213|cikupa
GRACIA CELL|087815870482|JEMBATAN BESI TAMBORA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
JOEL CELL|087815870481|VILLA TOMANG BARU,,TANGERANG|-|UNKNOWN||085921261213|cikupa
zaf cell|087815870480|kp karet sepatan,,TANGERANG|-|UNKNOWN||085921261213|cikupa
dani cell|087815870473|KP PICUNG,,TANGERANG|-|UNKNOWN||085921261213|cikupa
and cell|087815870467|kp pisangan kec pakuhaji,,TANGERANG|-|UNKNOWN||085921261213|cikupa
Aja cell|087815870465|tangerang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
Lea cell|087815870462|tangerang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
Aneka cell|087815870461|Tangerang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
RANI CELL|087815870454|kp pisangan kec pakuhaji,,TANGERANG|-|UNKNOWN||085921261213|cikupa
SKM PECOY CELL|087815870453|-|BALARAJA|UNKNOWN||0-|cikupa
MUTIARA CELL|087815870450|-|CIKUPA|UNKNOWN||0-|cikupa
KAS CELL|087815870446|KP.CISALAK DS.CIREUNDEU KEC.SOLEAR KAB.T,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SALAH TADINA CELL|087815870445|PERUM BMW BAA7 NO.8 DS.MAJA KEC.MAJA LEB,,TANGERANG|-|UNKNOWN||085921261415|cikupa
PUTRI KEMBAR CELL|087815870444|KP.KAPUDANG DS.SUKATANI KEC.CISOKA KAB.T,,TANGERANG|-|UNKNOWN||085921261415|cikupa
KAYLA CELL|087815870443|kp.pajagan_x0008_ds.jayanti kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
VIKA CELL|087815870442|kp.gandasari ds.gandasari kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
DESY CELL|087815870441|kp.candelekan ds.gintung_x0008_kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-JAKA CELL|087815870439|KP fisika kec cisoka,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-ON COM CELL|087815870438|KP cikupa kec cikupa,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-TATU CELL|087815870437|KP talaga kec cikupa,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-TUA CELL|087815870436|KP nyompok kec kopo,,TANGERANG|-|UNKNOWN||085921261415|cikupa
REFLI CEELL|087815870430|DASANA INDAH BLOCK SP 3 NO1,,TANGERANG|-|UNKNOWN||085921261400|cikupa
ARIAN CELL 13|087815870429|KP CARANG PULANG RT001.RW002.,,TANGERANG|-|UNKNOWN||085921261400|cikupa
ECO CELL|087815870427|MEDANG LESTARI RT005. RW006. DS MEDANG K,,TANGERANG|-|UNKNOWN||085921261400|cikupa
TRICA CELL|087815870421|Citra raya curug tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
CITRA CELL|087815870419|citra raya cikupa tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
BISON CELL|087815870418|kp.bengras rt.002/003 sindang mandi anya,,TANGERANG|-|UNKNOWN||085921261400|cikupa
GORAY CELL|087815870417|RANCAGONG,,TANGERANG|-|UNKNOWN||085921261400|cikupa
AMAY CELL|087815870416|KIRANA,,TANGERANG|-|UNKNOWN||085921261400|cikupa
Eko Cell|087815870415|KIRANA,,TANGERANG|-|UNKNOWN||085921261400|cikupa
TOMY CELL|087815870414|Rancagong,,TANGERANG|-|UNKNOWN||085921261400|cikupa
zafran cell 2|087815870413|tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
zafran cell|087815870412|tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
rizal cell 2|087815870410|tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
rizal cell 1|087815870409|CIPETE,,TANGERANG|-|UNKNOWN||085921261400|cikupa
PERMATA CELL|087815870408|JL KAKAP 1 RT002/009 KARAWACI TANGERANG,,TANGERANG|-|UNKNOWN||085921261400|cikupa
PLATINUM CELL|087815870406|JL RAYA RAJEG TANJAKAN PASAR KEMIS,,TANGERANG|-|UNKNOWN||085921261400|cikupa
403 CELL|087815870403|JOMBANG WETAN,,TANGERANG|-|UNKNOWN||085921261400|cikupa
ROJAK CELL|087815870398|kapuk rt016/012 cengkareng,,TANGERANG|-|UNKNOWN||085921261400|cikupa
ISMAIL CELL|087815870395|kp kapuk,,TANGERANG|-|UNKNOWN||085921261400|cikupa
pipit cell|087785473645|kp gaok,,TANGERANG|-|UNKNOWN||085921261213|cikupa
TONI CELL|087785473637|jl mesjid al abror,,TANGERANG|-|UNKNOWN||085921261213|cikupa
NURUL CELL|087785473636|kp picung,,TANGERANG|-|UNKNOWN||085921261213|cikupa
UMAR CELL|087785473635|jl delima,,TANGERANG|-|UNKNOWN||085921261213|cikupa
citra mandiri 2|087785473634|jl.raya panongqn rt01/04,,TANGERANG|-|UNKNOWN||085921261400|cikupa
bintang cell 4|087785473633|perumahan nirwana curug,,TANGERANG|-|UNKNOWN||085921261400|cikupa
bintang cell 3|087785473632|perum nirwana curug,,TANGERANG|-|UNKNOWN||085921261400|cikupa
bintang cell2|087785473631|perum nirwana curug,,TANGERANG|-|UNKNOWN||085921261400|cikupa
bintang cell 1|087785473630|perum nirwana curug,,TANGERANG|-|UNKNOWN||085921261400|cikupa
citra mandiri cell 3|087785473629|jl.panongan rt01/04,,TANGERANG|-|UNKNOWN||085921261400|cikupa
CKP-CHIVEK CELL 2|087785473615|kp cikoneng,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-ARA CELL|087785473614|cipondoh makmur,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-EDDY CELL 2|087785473612|jl danau poso v no 26 tangerang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-EDDY CELL 1|087785473611|jldanau posov,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-IBNU CELL 2|087785473566|cipondoh makmur,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-IBNU CELL 1|087785473564|cipondoh makmur,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP- ADI CELL|087785473563|kp.bojong,,TANGERANG|-|UNKNOWN||085921261415|cikupa
CKP-DARSO|087785473561|jln raya peusa,,TANGERANG|-|UNKNOWN||085921261415|cikupa
FADJAR CELL|087785471077|KEBOCORAN KEDUNG BANTENG,,TANGERANG|-|UNKNOWN||085921261213|cikupa
NS CELL|087785471076|JL DURI BARU RT 004/007,,TANGERANG|-|UNKNOWN||085921261213|cikupa
tm cell|087785471074|kp pasir kopi kec bojong,,TANGERANG|-|UNKNOWN||085921261213|cikupa
DELI CEL|087785471057|KP SASAK DS MAUK,,TANGERANG|-|UNKNOWN||085921261400|cikupa
S.U.R cell|087785471035|Jakarta,,TANGERANG|-|UNKNOWN||085921261400|cikupa
taufan cell 2|087785471029|kertosari,,TANGERANG|-|UNKNOWN||085921261400|cikupa
taufan cell 1|087785471028|cipete,,TANGERANG|-|UNKNOWN||085921261400|cikupa
INDOMIE CELL|087785471025|jl gede raya.no 49 cibodas,,TANGERANG|-|UNKNOWN||085921261400|cikupa
GOOD DAY CELL|087785471024|jl gede raya no.49 cibodas perum,,TANGERANG|-|UNKNOWN||085921261400|cikupa
VANI CELL4|087785471016|KAMPUNGMELYU TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
VANI CELL3|087785471015|KAMPUNGMELAYU TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
SULYATI CELL|087785471014|TAMAN DADAP INDAH,,TANGERANG|-|UNKNOWN||085921261213|cikupa
NETI CELL|087785471011|TAMAN BANDARA INDAH,,TANGERANG|-|UNKNOWN||085921261213|cikupa
Owen Cell|087785470598|graha raflesia panongan,,TANGERANG|-|UNKNOWN||085921261400|cikupa
Virgo Cell|087785470597|kp.setu panongan,,TANGERANG|-|UNKNOWN||085921261400|cikupa
Nandi Cell|087785470595|dsn babadan ngluwar,,TANGERANG|-|UNKNOWN||085921261400|cikupa
TGR-TARA CELL|087785470559|KP ciruas pasar desa ciruas kec ciruas,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-DAVIN 2 CELL|087785470555|puri permai blok a 2 no 4 kel pasir nang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
AY CELL 4|087785470554|KP.KRESEK KEC.KRESEK,,TANGERANG|-|UNKNOWN||085921261415|cikupa
AY CELL 5|087785470553|KP.KRESEK KEC.KRESEK,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-DAVIN 3 CELL|087785470550|puri permai kel pasir nangka kec tigarak,,TANGERANG|-|UNKNOWN||085921261415|cikupa
jaya cell|087785470549|perum saribumi indah curug tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
IPUL FEBRUARY|087785470546|JL IR SUTAMI KP PAGEDANGAN IRLIR KAB TAN,,TANGERANG|-|UNKNOWN||085921261415|cikupa
IPUL MARET|087785470545|KP POS SENTUL 007/009 BALARAJA TANGERANG,,TANGERANG|-|UNKNOWN||085921261415|cikupa
IPUL MARET|087785470544|KP KIARA TOBAT TANGERANG,,TANGERANG|-|UNKNOWN||085921261415|cikupa
IPUL 3|087785470543|JL RAYA SERANG KM 26,,TANGERANG|-|UNKNOWN||085921261313|cikupa
IPUL 1|087785470542|KP PULO SARI JAWA TENGAH,,TANGERANG|-|UNKNOWN||085921261415|cikupa
IPUL 2|087785470541|KP MANDIRI RT 001/002 DS KIARA BALARAJA,,TANGERANG|-|UNKNOWN||085921261400|cikupa
TINI CELL|087785470539|KAMPUNG MELAYAU TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
BAY CELL|087785470538|KAMPUNG MELYU TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
KIKI CELL|087785470537|TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
NIFANA CELL|087785470532|PARUPUK TABING RT001/RW 006. KEC.KOTO TA,,TANGERANG|-|UNKNOWN||085921261400|cikupa
SKM-JON CELL5|087785470531|kp parahu,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-JON CELL4|087785470530|kp.kamarang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-JON CELL3|087785470529|kp muara,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-JON CELL2|087785470528|kubang,,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-JON CELL 1|087785470527|kp tegal kamal 001/003 kec kresek,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL|087785470525|kp cangkudu ds cangkudu kec Balaraja,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 1|087785470524|kp.sumur bandung kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 2|087785470523|kp.gandasari kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 3|087785470522|ds candelekan kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 4|087785470521|perumahan taman cikande kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 5|087785470520|kp.waruh doyong ds Gandasari kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 6|087785470519|ds jayanti kec jayanti,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 7|087785470518|ds saga kec Balaraja,,TANGERANG|-|UNKNOWN||085921261415|cikupa
BOY CELL 8|087785470517|ds cangkudu kec Balaraja,,TANGERANG|-|UNKNOWN||085921261415|cikupa
Raya cell|087785470514|JAKARTA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
TGR-SR|087785470513|puri permai kel pasir nangka kec tigarak,,TANGERANG|-|UNKNOWN||085921261415|cikupa
TGR-BALE CELL|087785470512|puri permai Tigaraksa kel pasir nangka k,,TANGERANG|-|UNKNOWN||085921261415|cikupa
arter 1 cell|087785470485|kp bayur kali kec sepatan timur,,TANGERANG|-|UNKNOWN||085921261213|cikupa
RAFFA CELL|087785470481|KALI DERES,,TANGERANG|-|UNKNOWN||085921261213|cikupa
WARUNG HP|087785470480|JL RAYA KUTA BUMI CS 4/6,,TANGERANG|-|UNKNOWN||085921261213|cikupa
JAMA CELL|087785470479|KAPUK RT 007/001,,TANGERANG|-|UNKNOWN||085921261213|cikupa
STAR CELL|087785470478|MUARA KARANG TIMUR,,TANGERANG|-|UNKNOWN||085921261213|cikupa
JP cell|087785470468|Tangerang,,TANGERANG|-|UNKNOWN||085921261400|cikupa
AAN CELL|087785470465|perum taman walet,,TANGERANG|-|UNKNOWN||085921261213|cikupa
UMAR CELL|087785470464|perum taman nuri,,TANGERANG|-|UNKNOWN||085921261213|cikupa
PANI CELL 2|087785470463|KAMPUNG MELAYU TELUKNGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
VANI CELL3|087785470462|KAMPUNG MELAYU TELUKNAGA,,TANGERANG|-|UNKNOWN||085921261213|cikupa
SERVER AKTIFASI|087772610334|Perum kelapa dua rt.003/07 no12,,Tangerang|-|UNKNOWN||085921261400|cikupa
CRG 3-FERHAT CELL|087772382984|Jl.raya Sukabakti RT.02/04,,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
SKM-BNK CELL|087772382973|JLN ry kronjo kp cayur,,kab. tangerang|-|UNKNOWN||085921261415|cikupa
EC-BENT CELL|087772382908|Jl. Raya Kalimalang Kom. Dolog Blok C/43 Duren Sawit RT 003, Rw 016 Jakarta Timur ,MEDIUM,Jakarta Timur|-|UNKNOWN||085921261313|cikupa
EC-SHAPIRE CELL|087772382905|E_Center Lippo karawaci blok d1 no 1-3,,kab. tangerang|-|UNKNOWN||085921261313|cikupa
SKR-TEGUH CELL|087772357700|DS. PEKAYON RT 002/006 KEC. SUKADIRI ,PERMANENT ,kab. tangerang|-|UNKNOWN||085921261213|cikupa
VISTA MOBILE|087772090120|Binong Permai Blok B14 No.09,PERMANENT,kab. tangerang|KELAPA DUA|UNKNOWN||085921261313|cikupa
GG CELL|087771811585|,,|-|UNKNOWN||085921261213|cikupa
CRG 2-TEGUH CELL|087771673686|Jl.kp.kadu manis,,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
CRG 1-Mp cell|087771673297|Jl.raya binong,,Tangerang||UNKNOWN||085921261400|cikupa
KLP-SERVER TERANG 4|087771673205|Jl.raya legok,,Kab. Tangerang|-|UNKNOWN||085921261200|cikupa
KLP 2-Apotik cell|087771673196|Jl.kelapa puan raya AD 14/15 Rt.05/12,,Tangerang|-|UNKNOWN||085921261400|cikupa
IFAH CELL|087771644425|,,|-|UNKNOWN||085921261213|cikupa
KLP 1 -WARUNG CELL|087771640211|Bojong nangka kp. bambu rt 03/09,,kab. tangerang|-|UNKNOWN||085921261400|cikupa
LGK - Ari Cell|087771640035|Jl.raya medang rt.03/04 kp.medang,,kab. tangerang|-|UNKNOWN||085921261200|cikupa
SERVER AKTIFASI|087771640022|Jl.raya plp curug Rt 03/02,,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
BLJ 2-YUSUF CELL|087771583387|JL. RAYA SERANG KM. 25 PRAPATAN KP. NAGREG SENTUL JAYA ,PERMANENT,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKM-KAPOL CELL|087771583326|KP. SINDANG ASIH DS. BUNAN ,PERMANENT,kab. tangerang|-|UNKNOWN||085921261415|cikupa
SKM-AMAN CELL|087771583269|KP. PETEY DESA TOBAT RT 03/01 KEC. BALARAJA,PERMANENT,TANGERANG|-|UNKNOWN||085921261415|cikupa
BLJ 2-JUMADI CELL|087771583191|JL. RAYA SERANG KM 24 KEC. BALARAJA,PERMANENT,TANGERANG|-|UNKNOWN||085921261415|cikupa
SKR-muktar CELL|087771583175|DS. KOSAMBI BEJI RT 02/01 KEC. SUKADIRI,PERMANENT,TANGERANG|-|UNKNOWN||085921261213|cikupa
ZUKRI CELL|087771583025|,,|-|UNKNOWN||085921261213|cikupa
LGK - Tiara Cell|087771582481|kp.pabuaran rt.01/02 karang tengah,,Tangerang|-|UNKNOWN||085921261400|cikupa
CRG 2-BUMI JAYA CELL|087771582396|Jl.kp seinput rt.11/03,,tangerang|-|UNKNOWN||085921261400|cikupa
KLP 1-Kiki 3 cell|087771582324|kp.palasari rt.04/05,,tangerang|-|UNKNOWN||085921261400|cikupa
RAMA CELL -xl2|087771580996|Gsa Blok 04/15 Cisauk Tangerang Selatan,,Kota Tangerang Selatan|-|UNKNOWN||085921261400|cikupa
CKP 1-Toing Cell|087771577220|Curug kulon rt.04/06 no.2,,Tangerang|-|UNKNOWN||085921261400|cikupa
CKP 5-BC CELL 2|087771576888|CITY Market blok TI No.12,,Tangerang|-|UNKNOWN||085921261415|cikupa
CRG 1-DAM CELL|087771576039|Perumahan harkit binong permai,SMALL,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
CRG 2-Ekyu 2 cell|087771575507|Kp.Bencongan,,Tangerang|-|UNKNOWN||085921261400|cikupa
CKP 3-MUTIARA CELL|087771574568|Desa cirewet kp suka damai rt.01/02 ,,tangerang|-|UNKNOWN||085921261415|cikupa
CKP 2-Yanto cell|087771574281|kp.samprok rt.04/05 suka mulia,,tangerang|-|UNKNOWN||085921261415|cikupa
SKM-MUTIA CELL|087771561747|JL. RAYA KRESEK KP. TANJAKAN RT 10/02,PERMANEN,kab. tangerang|-|UNKNOWN||085921261415|cikupa
JYT-NESSA CELL|087771561279|KP. KUNIR RT 16/05,PERMANEN,TANGERANG|-|UNKNOWN||085921261415|cikupa
CRG 3-YUDIT CELL|087771560359|Jl.diklat pemda rt.06/03 no.39,,Tangerang|-|UNKNOWN||085921261400|cikupa
KLP 1 -NISBAH CELL|087771560258|kp.cibogo wetan rt.005/003 No.62,,tangerang|-|UNKNOWN||085921261400|cikupa
PNG -Emanuel cell|087771560078|Graha raflesia blok E 02/20 Kec. panongan,,Kab. Tangerang|-|UNKNOWN||085921261415|cikupa
KLP 1-ADRIYANA CELL|087771466265|KP.SANGERENG RT 1/12 NO.82,,tangerang|-|UNKNOWN||085921261400|cikupa
CKP 3-SINAR 1 Cell|087771466098|Raya Serang Km14 Depan Citra Raya,,Tangerang|-|UNKNOWN||085921261415|cikupa
EC -CASTIEL CELL|087771466074|E Center Lippo Karawaci, UG D6 No.1,,kab. tangerang|-|UNKNOWN||085921261313|cikupa
CKP 3-AND CELL|087771466028|Kp Bitung Jaya Rt 04/05 No 62 Bitung Jaya ,,|-|UNKNOWN||085921261415|cikupa
MK-ZAHUD CELL|087771465838|KP. TANJUNG KAIT RT 03/01 KEL. TANJUNG ANOM,PERMANEN,TANGERANG|-|UNKNOWN||085921261213|cikupa
ADI CELL -xl20|087771465698|Jl. Raya Serpong Pabrik Pratama,,Kota Tangerang Selatan|-|UNKNOWN||085921261400|cikupa
RJG-KURNIA CELL|087771460382|JL. RAYA RAJEG BLOK 7 NO 1 KEC RAJEG,PERMANENT,TANGERANG|-|UNKNOWN||085921261415|cikupa
JYT-WAHYU CELL|087771460370|KMP. RANCA LEUTIK RT 02/01 PASIR GINTUNG KEC. JAYANTI,PERMANENT,kab. tangerang|-|UNKNOWN||085921261415|cikupa
KLP-SERVER TERANG 2|087771414041|jasmine,,tangerang|-|UNKNOWN||085921261200|cikupa
KLP-SERVER TERANG 3|087771413905|jasmine,,TANGERANG|-|UNKNOWN||085921261200|cikupa
CRG 2-Rohman cell|087771412932|kp.kadu rt.03/01,,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
RIZKY CELL -xl2|087771400054|JL. GRIYA SERPONG ASRI BLOK C 1/13 SURADITA CISAUK,,Kota Tangerang Selatan|-|UNKNOWN||085921261400|cikupa
Alya CELL|087771252098|Jl. Raya Mauk Km7 Rt01/01 No.32 (samping ASN Cell),regular,Tangerang|-|UNKNOWN||085921261213|cikupa
BLJ1-bunda cell|087771250331|JL.RAYA KAWIDARAN RT 03/08 KEL.KAWIDARAN,PERMANEN,TANGERANG|-|UNKNOWN||085921261415|cikupa
RJG-NIA CELL|087771250320|JL.RAYA RAJEG KEL.RAJEG MULYA RT 02/03,NA,kab. tangerang|-|UNKNOWN||085921261200|cikupa
MK-CHIKA CELL|087771250318|JL. IR SUTAMI RT 011/004 MAUK,PERMANEN,TANGERANG|-|UNKNOWN||085921261213|cikupa
KLP-SERVER TERANG 1|087771027409|Jl.raya legok,,Kab. Tangerang|-|UNKNOWN||085921261200|cikupa
CKP 5 -DOMPET CELL|087771010539|Jl.raya serang km.13,14,,Tangerang|-|UNKNOWN||085921261415|cikupa
Fajar cell|085925000921|,,|-|UNKNOWN||085921261213|cikupa
CKP 3-ZAWA Cell|085921284003|RAYA SERANG KM12.5 RT 2/3 Ds.SUKADAMAI,,tangerang|-|UNKNOWN||085921261415|cikupa
EZA CELL -xl2|085921265178|Pagedangan Lengkong Kulon, Cihuni, Medang,,Kota Tangerang Selatan|-|UNKNOWN||085921261400|cikupa
Flapone 2|085921263827|Salembaram Kosambi Tangerang,,|-|UNKNOWN||085921261213|cikupa
EXCEL PHONE|085921263803|,,|-|UNKNOWN||085921261213|cikupa
EC-WARUNG PHONE CELL|085921263688|,,|-|UNKNOWN||085921261313|cikupa
KLP 2-JIDAN 2 CELL|085921263675|gang aseng Rt 01/05 kp. kelapa dua ,,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
BLJ1-CAHAYA 2 CELL|085921263416|KP. KALUWUNG DS. CISEREH KC. TIGARAKSA,,Kab. Tangerang|-|UNKNOWN||085921261415|cikupa
CRG 1-PRO 2 CELL|085921263394|palem semi bencongan,SMALL,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
CKP-OPIC CELL|085921263371|,,|-|UNKNOWN||085921261415|cikupa
EC-SALWA CELL|085921263269|LT. 2 BLOK B9 NO 9 SDC,,TANGERANG|-|UNKNOWN||085921261415|cikupa
RAFFI CELL 2|085921263266|TANGERANG,,kab. tangerang|-|UNKNOWN||085921261400|cikupa
EC-HERMES CELLULAR|085921263238|LT. 2 BLOK B1 NO 6-7 SDC,,TANGERANG|-|UNKNOWN||085921261313|cikupa
KRJ-ROMIE CELL|085921263210|,,|-|UNKNOWN||085921261415|cikupa
KMR-FAKIH CELL|085921263187|,,|-|UNKNOWN||085921261415|cikupa
MK-AL-HIKMAH 3 CELL|085921263181|,,|-|UNKNOWN||085921261213|cikupa
SKR-SAROH CELL|085921263179|,,|-|UNKNOWN||085921261213|cikupa
SERVER AKTIFASI|085921263161|,,|-|UNKNOWN||085921261200|cikupa
SKM-DOMBA CELL|085921263158|,,|-|UNKNOWN||085921261415|cikupa
AM CELL|085921263128|,,|-|UNKNOWN||085921261213|cikupa
JMB- FADLI CELL|085921261420|,,|-|UNKNOWN||085921261415|cikupa
CHIKAL SERVER 1|085921261416|,,|-|UNKNOWN||085921261200|cikupa
JMB- AERUNA CELL|085921261409|,,|-|UNKNOWN||085921261415|cikupa
JMB- PUJI CELL|085921261407|,,|-|UNKNOWN||085921261415|cikupa
JMB- ZELDA CELL|085921261392|,,|-|UNKNOWN||085921261415|cikupa
JMB -KEYSA CELL|085921261384|,,|-|UNKNOWN||085921261415|cikupa
JMB- RAYANI CELL|085921261383|,,|-|UNKNOWN||085921261415|cikupa
JMB- BOJONG CELL|085921261368|,,|-|UNKNOWN||085921261415|cikupa
JMB- ANUGRAH CELL|085921261361|,,|-|UNKNOWN||085921261415|cikupa
GARDOE CELL 1|085921261329|,,|-|UNKNOWN||085921261213|cikupa
AV PULSA CELL|085921261311|perum mustika blok f1 no 24 kel.matagara kec. tigrakasa,TRADITIONAL,TANGERANG|-|UNKNOWN||085921261200|cikupa
AV PULSA 2 CELL|085921261310|perum mustika blok f1 nomer 34. kel. matagara kec. tigaraksa,TRADITIONAL,TANGERANG|-|UNKNOWN||085921261200|cikupa
VENUS 9|085921261307|,,|-|UNKNOWN||085921261400|cikupa
VENUS 8|085921261306|,,|-|UNKNOWN||085921261400|cikupa
KC SERVER|085921261299|,,|-|UNKNOWN||085921261200|cikupa
JMB- RIZKHI CELL|085921261283|KP TIPAR NAMBO,,|-|UNKNOWN||085921261415|cikupa
IRFAN CELL|085921261280|,,|-|UNKNOWN||085921261415|cikupa
KMR- ALISA CELL|085921261278|,,|-|UNKNOWN||085921261415|cikupa
JMB- ZENI CELL|085921261277|KP SUKA SARI LAMA,,|-|UNKNOWN||085921261415|cikupa
GNK- MEDIA CELL|085921261258|,,|-|UNKNOWN||085921261415|cikupa
KRS- SKYNET|085921261253|,,|-|UNKNOWN||085921261415|cikupa
AA CELL|085921261245|,,|-|UNKNOWN||085921261415|cikupa
I CELLULER|085921261236|,,|-|UNKNOWN||085921261313|cikupa
SERVER AKTIFASI|085921261232|,,|-|UNKNOWN||085921261400|cikupa
ERA JAYA PEUSAR|085921261229|,,|CIKUPA|UNKNOWN||085921261415|cikupa
ADJI SERVER|085921261224|,,|-|UNKNOWN||085921261200|cikupa
RIVAL CELL|085921261223|,,|-|UNKNOWN||085921261400|cikupa
CRG_MILAN CELL|085921261211|kp.xibodas,TRADITIONAL,TANGERANG|-|UNKNOWN||085921261200|cikupa
KC SERVER 3|085921261209|,,|-|UNKNOWN||085921261200|cikupa
KC SERVER 4|085921261206|,,|-|UNKNOWN||085921261200|cikupa
INTI COM CELLULER|085921261204|,,|-|UNKNOWN||085921261400|cikupa
PNG- AW CELL|085921261203|,,|-|UNKNOWN||085921261415|cikupa
YOKO SERVER|085921261194|,,|-|UNKNOWN||085921261200|cikupa
XL STORE KARAWACI|085921261188|,,|-|UNKNOWN||085921261313|cikupa
VENUS 6|085921261186|,,|-|UNKNOWN||085921261400|cikupa
JAVA 1|085921260821|,,|-|UNKNOWN||085921261400|cikupa
KLP 1-BAROKAH CELL|085921260648|JL.DKD RAYA NO.25 RT 01/05 KELAPA DUA,SMALL,Kab. Tangerang|-|UNKNOWN||085921261400|cikupa
